Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
0.0017028949737548822;51.75043487548828;0.946685791015625;48.5;
0.0017500240325927716;59.1670036315918;1.0409812927246094;49;
0.0017170593261718742;52.32809066772461;0.9566993713378906;49;
0.0017437297821044917;56.36489486694336;1.0128097534179688;49;
0.0017055515289306628;52.117610931396484;0.9504127502441406;48.5;
0.0017027492523193355;51.91783905029297;0.9464569091796875;49;
0.0017520671844482444;59.9840087890625;1.0442428588867188;49;
0.0017075565338134785;52.141357421875;0.9499435424804688;49;
0.0017391052246093774;55.784912109375;1.0069923400878906;49;
0.001708226776123048;52.6039924621582;0.9539031982421875;49;
0.0017140594482421834;53.6417121887207;0.9692726135253906;48;
0.0017580131530761725;59.62311935424805;1.04656982421875;47;
0.0017140666961669923;52.37162780761719;0.9546051025390625;47;
0.0017445987701416033;56.34812927246094;1.0104827880859375;47.5;
0.0017049545288085957;52.06895065307617;0.9501762390136719;47.5;
0.0017044857025146493;51.91434860229492;0.9494819641113281;47;
0.0017546680450439486;59.87923049926758;1.0442428588867188;47.5;
0.0017052143096923794;52.1767463684082;0.9501800537109375;47.5;
0.0017432899475097671;56.57746887207031;1.0107154846191406;47;
0.001708253097534182;52.11109161376953;0.9541358947753906;47.5;
0.0017085727691650426;52.56464385986328;0.9520416259765625;47.5;
0.0017589981079101577;59.54232406616211;1.0442428588867188;46.5;
0.0017116737365722653;52.84333801269531;0.9527397155761719;46.5;
0.001741456222534174;55.89341735839844;1.009552001953125;47;
0.001706351852416993;52.10922622680664;0.9504127502441406;47.5;
0.0017050308227539168;51.98512649536133;0.9487800598144531;47.5;
0.0017569553375244157;59.703678131103516;1.047271728515625;47.5;
0.0017040107727050863;51.97698211669922;0.9497146606445312;47.5;
0.001740864181518545;55.965126037597656;1.0076866149902344;47.5;
0.0017059013366699238;52.32063674926758;0.9506454467773438;48;
0.0017052276611328188;51.92133331298828;0.94854736328125;47.5;
0.0017697841644287171;60.81637191772461;1.0568161010742188;47;
0.0017210666656494178;52.59188461303711;0.9606590270996094;46.5;
0.0017431171417236352;55.8126220703125;1.0097846984863281;47;
0.0017056224822998012;51.99281311035156;0.9518089294433594;47.5;
0.0017055835723876894;51.88338088989258;0.9494781494140625;47;
0.0017555458068847646;59.876670837402344;1.047271728515625;47.5;
0.001707898330688476;51.943450927734375;0.9497146606445312;48;
0.0017403408050537111;55.86082077026367;1.0072212219238281;47.5;
0.0017050319671630815;51.91644287109375;0.9504127502441406;46.5;
0.0017058807373046825;51.996070861816406;0.9499473571777344;46.5;
0.00176375923156738;60.06689453125;1.0498313903808594;47;
0.0017062297821044958;52.799102783203125;0.9499473571777344;47;
0.0017421669006347645;55.85313415527344;1.0086174011230469;47;
0.0017065418243408237;52.19537353515625;0.9539070129394531;47;
0.0017040466308593655;51.7918815612793;0.946685791015625;47;
0.0017551265716552744;59.807987213134766;1.0451736450195312;47;
0.0017079181671142557;52.7592887878418;0.9515762329101562;47;
0.001741436767578125;56.709716796875;1.0072212219238281;47;
0.0017050022125244119;52.1285514831543;0.9508781433105469;47;
0.0017064144134521508;52.09688949584961;0.9518089294433594;47;
0.001765358352661131;60.047332763671875;1.0500640869140625;47.5;
0.0017087394714355442;52.379310607910156;0.9527397155761719;48;
0.0017423904418945313;56.168155670166016;1.01141357421875;47.5;
0.0017053836822509827;51.96766662597656;0.9506454467773438;47;
0.0017100444793701208;52.782569885253906;0.9520416259765625;47.5;
0.0017571495056152436;60.03219985961914;1.0463409423828125;48;
0.0017072490692138648;52.67244338989258;0.9522743225097656;47.5;
0.0017430686950683505;56.81868362426758;1.0090827941894531;47;
0.001710688781738287;52.452880859375;0.95367431640625;47;
0.0017056606292724513;52.0233154296875;0.9487800598144531;47.5;
0.0017749450683593737;60.51020050048828;1.061004638671875;48;
0.0017092727661132678;52.99794006347656;0.9657783508300781;50;
0.0017395912170410366;55.63473892211914;0.9937210083007812;50;
0.0017075611114502065;52.2493896484375;0.952972412109375;47.5;
0.0017047897338867135;51.90177536010742;0.9487838745117188;47;
0.0017577152252197248;59.84896469116211;1.0463371276855469;47.5;
0.001711888122558597;54.222625732421875;0.9825439453125;48.5;
0.0017343502044677717;53.84590530395508;0.9767227172851562;48;
0.0017051368713378867;51.93856430053711;0.9499435424804688;47;
0.0017121269226074154;52.920406341552734;0.9564666748046875;47;
0.0017677642822265527;59.82381820678711;1.04913330078125;47.5;
0.0017200439453124994;55.470829010009766;0.9983749389648438;48;
0.0017321357727050901;53.21446990966797;0.9657783508300781;47.5;
0.0017052738189697325;51.93227767944336;0.9520416259765625;47;
0.0017049400329589848;52.032161712646484;0.9485511779785156;47;
0.0017711597442627014;61.18144989013672;1.0654296875;47;
0.0017160694122314302;55.10272216796875;0.9951171875;47.5;
0.0017287658691406138;52.7089958190918;0.9639129638671875;47.5;
0.0017044971466064485;51.797000885009766;0.946685791015625;47;
0.0017042980194091617;51.8777961730957;0.9487838745117188;47;
0.0017643939971923872;59.87224578857422;1.0505294799804688;47;
0.0017163948059082113;54.874549865722656;0.9939498901367188;47;
0.0017313987731933655;52.966041564941406;0.9667091369628906;47;
0.0017095298767089984;52.44077682495117;0.9534416198730469;47;
0.0017044521331787132;51.880123138427734;0.9487800598144531;47;
0.001760081481933573;59.92044448852539;1.0514602661132812;47.5;
0.0017221561431884913;55.110870361328125;0.9974441528320312;47.5;
0.0017245018005370982;52.44706344604492;0.9615898132324219;47;
0.0017034942626953098;51.728782653808594;0.9466896057128906;47;
0.0017053092956542948;51.87034606933594;0.9487800598144531;47;
0.0017660140991210826;59.835693359375;1.0505294799804688;47;
0.0017176586151123052;54.745094299316406;0.9920883178710938;47.5;
0.001730863571166974;53.01167678833008;0.9734611511230469;47.5;
0.0017085853576660204;51.848690032958984;0.9504127502441406;46.5;
0.0017048542022705115;51.71434783935547;0.9471511840820312;46.5;
0.0017583305358886692;59.572593688964844;1.0468025207519531;47.5;
0.0017370605468750022;56.35185623168945;1.0065231323242188;47.5;
0.0017182979583740265;52.287109375;0.9566993713378906;47;
0.0017063728332519512;51.974884033203125;0.9494781494140625;47;
0.001705637359619122;51.949039459228516;0.9487838745117188;47.5;
0.001764608001708995;59.740699768066406;1.0486679077148438;47;
0.0017211635589599594;55.264305114746094;0.9974403381347656;47;
0.0017264434814453222;52.52040481567383;0.9627532958984375;47;
0.0017039028167724624;51.86778259277344;0.9501800537109375;47;
0.001704421234130865;51.83332443237305;0.9464530944824219;47;
0.0017557731628418116;59.45245361328125;1.0442428588867188;47;
0.0017315471649169967;55.528804779052734;1.0032615661621094;47;
0.0017240974426269706;52.69176483154297;0.9625205993652344;47.5;
0.001707049560546875;51.90503692626953;0.9490165710449219;48;
0.00170621070861815;51.880821228027344;0.9487838745117188;48;
0.001763629913330067;59.80565643310547;1.0512275695800781;47.5;
0.0017252975463867282;55.14509963989258;1.0000076293945312;47;
0.0017212909698486323;52.23402404785156;0.9590263366699219;47;
0.0017046169281005885;51.85544204711914;0.9492454528808594;47;
0.0017046501159667937;51.85660934448242;0.9487838745117188;47.5;
0.0017581089019775564;59.8936653137207;1.0477371215820312;47.5;
0.0017400024414062631;55.81960678100586;1.0095481872558594;47.5;
0.0017079216003417774;52.02866744995117;0.9522743225097656;48;
0.001706059265136728;52.02540969848633;0.9518089294433594;47.5;
0.0017044422149658234;51.713417053222656;0.9466896057128906;47;
0.0017638385772705267;59.62498092651367;1.04913330078125;47;
0.0017365547180175633;56.073158264160156;1.0060577392578125;47;
0.001721416473388665;52.63030242919922;0.9594917297363281;47;
0.0017052188873291074;51.7769775390625;0.9487838745117188;47;
0.0017039211273193189;51.739261627197266;0.9464530944824219;47;
0.001759246826171873;59.732547760009766;1.0456390380859375;47.5;
0.0017421241760254003;55.663143157958984;1.006988525390625;47.5;
0.0017063377380371059;52.04124069213867;0.9527397155761719;47;
0.0017039272308349562;51.72575759887695;0.9466896057128906;47;
0.0017084915161132974;52.266387939453125;0.9557647705078125;47.5;
0.0017614589691161975;59.602394104003906;1.0440101623535156;47.5;
0.0017365947723388953;55.64754867553711;1.0055961608886719;47;
0.001710847854614228;52.06359100341797;0.9543685913085938;47.5;
0.001707691192626981;52.101078033447266;0.9522743225097656;47.5;
0.0017093788146972377;53.20608901977539;0.9722976684570312;50;
0.0017496685028076109;57.56513595581055;1.0170021057128906;50;
0.0017415897369384425;55.58631134033203;1.0074539184570312;47;
0.0017045310974120875;51.85404586791992;0.9499473571777344;47;
0.0017052196502685413;51.904335021972656;0.9494819641113281;47;
0.001712966537475602;54.048004150390625;0.9839363098144531;47.5;
0.0017623874664306483;58.176544189453125;1.0223579406738281;47.5;
0.0017468730926513687;56.59609603881836;1.0246849060058594;47;
0.0017132213592529477;52.25428009033203;0.9564666748046875;47;
0.0017056289672851555;51.935302734375;0.9499473571777344;47.5;
0.0017233989715575992;56.198421478271484;1.00885009765625;48.5;
0.0017470985412597617;55.815185546875;0.9923248291015625;48.5;
0.0017403846740722817;55.74207305908203;1.0067558288574219;49.5;
0.0017054733276367084;52.07942581176758;0.9518089294433594;51;
0.0017037708282470754;51.79700469970703;0.9466896057128906;51;
0.0017216411590575964;56.62589645385742;1.0109481811523438;51;
0.0017436798095702977;54.918556213378906;0.988128662109375;51;
0.0017426830291747963;55.867103576660156;1.0104827880859375;50.5;
0.0017037395477295103;52.05288314819336;0.9501800537109375;50.5;
0.001706574630737312;52.18838882446289;0.949249267578125;50.5;
0.0017265151977539084;57.68061828613281;1.0130424499511719;50.5;
