Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
0.3550953125000005;13375.666015625;198.125;63;
0.3508870117187497;13392.9501953125;195.32421875;64;
0.35036074218750013;13335.3134765625;194.6083984375;64;
0.35579951171875024;14695.0703125;211.595703125;63.5;
0.35836083984375033;13871.6337890625;204.205078125;63.5;
0.3533245117187498;14059.9248046875;207.005859375;64;
0.35842773437499886;13539.1015625;200.033203125;64;
0.3511217773437494;13389.2548828125;196.158203125;63.5;
0.35025517578125154;13309.6826171875;195.0849609375;62.5;
0.3504202148437514;13298.775390625;195.1455078125;63;
0.36458164062499954;15163.025390625;220.2978515625;63.5;
0.35000166015625034;13300.7421875;195.32421875;64;
0.35929794921875136;14272.474609375;210.4638671875;62.5;
0.35018115234374925;13301.099609375;194.7275390625;63;
0.3501054687499998;13302.2919921875;194.5498046875;64;
0.3502262695312499;13302.828125;195.2041015625;64;
0.36692060546875105;15335.4013671875;223.1591796875;63.5;
0.35029218749999913;13361.0625;195.3837890625;63;
0.36111298828125094;14116.8466796875;211.23828125;63.5;
0.35042929687499935;13328.1015625;195.32421875;62.5;
0.35040634765625;13304.0205078125;195.14453125;63.5;
0.3502727539062498;13329.0537109375;194.6689453125;63.5;
0.36390078124999903;15243.6103515625;220.23828125;63;
0.3519287109375;13312.6630859375;196.576171875;63;
0.3598764648437509;14268.0634765625;210.58203125;63.5;
0.3512043945312513;13405.4677734375;196.0986328125;63;
0.3516371093749999;13249.8994140625;195.7412109375;63;
0.3500565429687512;13289.9541015625;194.609375;63;
0.36075869140625016;15102.4072265625;218.8076171875;62;
0.35352626953124755;13327.68359375;196.45703125;62.5;
0.3565515624999982;14147.603515625;208.6162109375;62.5;
0.3560208984374995;13422.693359375;198.1845703125;62;
0.3502493164062521;13318.4453125;194.5498046875;63;
0.3499214843750025;13328.1005859375;194.548828125;63;
0.3560722656249986;14636.658203125;211.2978515625;63;
0.3581743164062523;13846.421875;203.2509765625;63;
0.3531440429687507;14081.740234375;207.4228515625;63.5;
0.3560247070312492;13489.3310546875;199.9140625;63.5;
0.35048046874999983;13374.47265625;195.5625;63;
0.3500907226562475;13298.7763671875;194.548828125;63;
0.34964345703124877;13294.9013671875;194.548828125;63;
0.36402656249999765;15137.7529296875;220.775390625;62.5;
0.3503469726562507;13306.2265625;195.2646484375;63;
0.3630028320312526;14215.1953125;211.953125;63;
0.34981826171874886;13318.921875;194.66796875;63;
0.3498053710937512;13342.345703125;194.548828125;63;
0.34993876953124925;13295.556640625;195.205078125;64;
0.36369941406250206;15187.0458984375;221.1923828125;63.5;
0.35100400390625097;13412.3818359375;195.205078125;63;
0.35959394531250055;14204.2265625;211.4169921875;63.5;
0.35062363281249986;13333.8232421875;194.84765625;63.5;
0.34994111328125044;13364.578125;195.7412109375;62.5;
0.3502066406250002;13351.287109375;195.2646484375;62.5;
0.365622265625003;15450.736328125;225.0068359375;62.5;
0.35300859375000115;13409.6396484375;197.052734375;62.5;
0.35961533203124674;14191.234375;210.462890625;61.5;
0.35134580078124955;13325.7158203125;195.9794921875;62;
0.3497406250000026;13308.6103515625;195.2646484375;63;
0.35010400390625307;13323.2734375;194.490234375;63;
0.35868613281250106;15104.3740234375;217.4365234375;63;
0.3561034179687468;13382.6396484375;198.125;63.5;
0.3563916992187508;14148.556640625;208.6748046875;63.5;
0.3523112304687501;13405.9443359375;196.5166015625;63.5;
0.35098037109375113;13367.4990234375;195.681640625;64;
0.3501468750000001;13326.96875;194.4892578125;64;
0.3558491210937511;14643.9296875;211.8349609375;63.5;
