Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
0.4654959960937495;18469.2861328125;266.73046875;66.5;
0.4594107421875;17782.10546875;256.3583984375;65;
0.45761142578125025;17706.23046875;254.2734375;65;
0.4721011718749999;19690.28515625;282.64453125;65;
0.4634555664062505;18899.5703125;269.412109375;65;
0.46330908203125;17847.015625;257.6708984375;65.5;
0.4609869140624996;17945.6015625;256.65625;66;
0.46219238281249986;18893.3720703125;271.55859375;65.5;
0.46883388671875004;18745.9697265625;265.5380859375;65;
0.4669274414062503;18755.5078125;270.3056640625;65.5;
0.46066669921875025;17892.552734375;256.8359375;65.5;
0.4586628906249999;17929.92578125;255.1669921875;65.5;
0.47318164062500045;19677.70703125;280.3798828125;65.5;
0.4634357421875013;17851.7841796875;258.3857421875;65;
0.47019384765625105;18970.203125;271.736328125;65.5;
0.4571199218750017;17697.2890625;254.6904296875;66;
0.46383095703125043;17927.779296875;257.55078125;66;
0.4761824218750004;19993.4326171875;281.5712890625;66;
0.4600863281249996;18550.9453125;266.07421875;66.5;
0.4634371093749987;18016.947265625;258.9814453125;66;
0.46065644531249994;17787.8876953125;256.716796875;65.5;
0.45736103515625004;17747.833984375;254.392578125;65.5;
0.47501005859374956;19793.638671875;282.2861328125;65.5;
0.4689310546874985;18995.35546875;271.9755859375;65;
0.4581219726562509;17881.466796875;255.107421875;65;
0.45689492187500136;17729.1181640625;254.33203125;65.5;
0.46579570312499996;19562.4326171875;276.3857421875;66;
0.47115624999999994;18320.8115234375;262.6181640625;66.5;
0.46758349609375216;18744.6591796875;269.9482421875;66;
0.4606832031249972;17895.3544921875;256.1796875;66;
0.4570080078124974;17705.57421875;254.3330078125;65.5;
0.4716575195312487;19666.80078125;279.6640625;65;
0.4579932617187481;17847.849609375;255.2265625;65.5;
0.4678292968749993;18834.005859375;270.2470703125;65.5;
0.4605314453125011;17970.45703125;256.5380859375;65.5;
0.45939570312500067;18025.76953125;255.94140625;66;
0.47817343750000063;20006.248046875;284.3134765625;66;
0.465084375;18688.98828125;268.8759765625;65.5;
0.4615273437499994;17890.408203125;256.716796875;65.5;
0.46021259765624833;17817.9287109375;255.8232421875;65.5;
0.45843710937499793;17869.4267578125;254.80859375;65;
0.476011035156251;19943.4248046875;282.763671875;65;
0.4680297851562507;18927.40625;271.2001953125;65.5;
0.45888662109375034;17958.3564453125;255.8232421875;66;
0.45755009765624877;17822.5185546875;254.8681640625;65.5;
0.4667942382812491;19674.130859375;277.1611328125;65;
0.46988925781250046;18252.4453125;261.8427734375;65.5;
0.4688263671875035;18977.83203125;271.7958984375;66;
0.45938759765624937;17891.4208984375;256.12109375;66.5;
0.4575949218749997;17865.43359375;254.451171875;66;
0.47301201171875107;19870.8857421875;280.9755859375;65.5;
0.45718740234374877;17806.7822265625;254.392578125;65.5;
0.4675688476562492;18836.033203125;270.6640625;65.5;
0.45719550781250007;17841.94921875;254.5703125;66;
0.46047373046874895;17998.947265625;256.478515625;65.5;
0.470936132812497;19891.748046875;279.7236328125;65;
0.4641797851562508;18757.712890625;268.81640625;65;
0.463143164062501;18077.625;258.802734375;66;
0.45723798828124984;17888.5595703125;254.2724609375;66;
0.45811748046875067;18253.041015625;260.53125;67.5;
