Elapsed Time (ms);Package Energy (µJ);DRAM Energy (µJ);Temperature (C°);BenchmarkReturnValue
0.43869160156249976;16792.1943359375;246.46484375;67;
0.44168798828124967;17405.7041015625;255.9423828125;67;
0.4338453124999999;16503.8291015625;241.875;67;
0.4319483398437498;16372.3408203125;240.7421875;67;
0.4429925781249997;18517.685546875;261.9619140625;66;
0.4412950195312506;17014.4599609375;248.96875;67.5;
0.4426148437500004;17604.0078125;256.955078125;67;
0.4322497070312501;16410.0703125;241.0400390625;66;
0.43233671874999935;16403.39453125;240.146484375;67;
0.4384760742187499;17843.796875;258.4453125;66.5;
0.4414094726562503;17321.720703125;250.3388671875;66.5;
0.441604785156251;17549.828125;256.060546875;66.5;
0.4316990234374991;16377.048828125;239.7890625;67;
0.4318657226562497;16411.0244140625;240.146484375;66.5;
0.43625488281250036;17712.30859375;255.822265625;67;
0.44344365234374905;17536.833984375;252.3056640625;67.5;
0.4425603515625003;17507.6279296875;257.1337890625;66;
0.43203095703124994;16402.6201171875;240.5048828125;66;
0.43466611328125104;16500.7294921875;242.0537109375;67;
0.4356269531250003;17357.484375;253.7958984375;67.5;
0.4420178710937517;17592.8017578125;252.90234375;66.5;
0.44148642578124964;17417.8037109375;256.0009765625;67.5;
0.4318414062500011;16409.83203125;240.4453125;66.5;
0.4320001953125008;16400.4150390625;240.7421875;67;
0.434333593749999;17020.658203125;249.9814453125;66.5;
0.44554785156250176;17933.978515625;257.8486328125;66;
0.44098261718749754;17430.4404296875;258.5048828125;65.5;
0.4332692382812482;16457.2763671875;241.6962890625;66;
0.43323759765624814;16558.724609375;241.099609375;66.5;
0.4331059570312519;16686.3369140625;244.6162109375;69;
0.44414228515625;18130.732421875;261.1279296875;69;
0.44096845703125;17402.7236328125;256.1796875;67;
0.4324905273437487;16454.296875;241.2197265625;65.5;
0.43234365234375005;16458.4697265625;240.7421875;66;
0.43176289062500217;16400.890625;240.3251953125;66.5;
0.4517440429687518;18611.0849609375;268.697265625;66.5;
0.4652214843750002;18316.4013671875;269.8291015625;65;
0.433534082031251;16472.953125;241.8154296875;65.5;
0.45609531250000046;17322.7939453125;253.7958984375;65;
0.46107558593749687;18820.1181640625;271.5576171875;66;
0.44056865234374953;16910.748046875;249.50390625;66.5;
0.44240869140624994;17425.611328125;256.001953125;65.5;
0.4331696289062492;16567.3662109375;241.755859375;67;
0.4564459960937519;17410.1142578125;253.736328125;67;
0.4410511718749994;18278.5517578125;264.5244140625;67;
0.44063867187499994;16823.0107421875;245.98828125;67;
0.4420054687500006;17527.05859375;255.94140625;67;
0.4326742187499981;16472.296875;241.3984375;67;
0.4320478515624977;16414.2431640625;240.2060546875;67;
0.46285312499999876;19127.140625;274.9560546875;66.5;
0.4387257812499996;16890.720703125;245.09375;67;
0.44187568359375007;17487.00390625;255.94140625;67;
0.4329602539062485;16488.6884765625;242.650390625;67;
0.4324190429687498;16448.2763671875;240.7421875;66;
0.4393228515624976;18168.640625;261.9619140625;67;
0.4402525390625023;16679.900390625;245.927734375;67;
0.4417145507812492;17480.4482421875;256.0615234375;67;
0.45594072265624774;17289.892578125;254.212890625;66.5;
0.4319188476562523;16402.203125;240.146484375;66.5;
0.43930185546874867;18227.3515625;261.90234375;66.5;
0.4383960937499971;16645.3291015625;244.736328125;66;
0.4540946289062475;17884.2685546875;263.154296875;66.5;
0.43230654296875315;16447.978515625;241.2783203125;67;
0.43264677734374857;16497.80859375;241.1005859375;66.5;
0.4402474609374991;18229.7958984375;262.140625;67;
0.4634139648437525;17647.1015625;258.802734375;67;
0.44234462890624826;17614.85546875;256.537109375;66.5;
0.431984374999999;16447.3232421875;240.6240234375;66.5;
0.45749228515624907;17421.6181640625;254.7490234375;67;
0.4464559570312474;19457.5888671875;268.1015625;66.5;
0.43717763671874366;16582.56640625;243.3056640625;66.5;
0.44141562499999765;17471.923828125;255.46484375;67;
0.4319035156249953;16452.388671875;240.4443359375;67;
0.43246699218749995;16459.9599609375;240.8623046875;66.5;
0.4424746093749974;18505.048828125;263.9287109375;66.5;
0.43691308593749767;16599.2548828125;244.0205078125;67;
0.44255087890625333;17503.6337890625;256.955078125;66.5;
0.43217246093750106;16412.15625;241.2783203125;67;
0.45615107421875223;17325.833984375;253.736328125;66;
0.4416067382812443;18212.509765625;263.3330078125;65.5;
0.4349507812500022;16479.748046875;242.11328125;66;
0.44157724609374327;17383.29296875;255.6435546875;67;
0.4323030273437496;16409.5341796875;240.50390625;66.5;
0.4316023437500007;16387.0634765625;239.908203125;66.5;
0.4435249023437535;18384.5283203125;265.0009765625;66.5;
0.43705166015624997;16615.408203125;243.484375;65.5;
0.4426316406250024;17443.9697265625;256.5966796875;67;
0.4441474609375007;16915.6357421875;247.955078125;66;
0.43214052734374775;16405.00390625;240.2060546875;66.5;
0.44083046875000065;18285.64453125;262.9755859375;67;
0.4362658203124994;16649.978515625;243.365234375;67;
0.45089394531250093;17885.4013671875;261.603515625;66.5;
0.43278896484375196;16585.248046875;241.16015625;66.5;
0.4322170898437463;16451.1376953125;240.6826171875;67;
0.4607574218750017;19070.3388671875;274.2998046875;66.5;
0.43613027343749877;16598.7783203125;243.365234375;66.5;
0.4423354492187528;17632.3798828125;256.1796875;66;
0.432252343750001;16437.01171875;241.16015625;66.5;
0.431651757812503;16405.5400390625;240.0869140625;67;
0.4425333984374973;18429.2919921875;264.9423828125;66.5;
0.4374661132812534;16581.0751953125;244.0205078125;67.5;
0.4427416992187503;17730.4287109375;257.6103515625;68;
0.4321949218750021;16418.6533203125;240.5634765625;67;
0.43258876953125025;16464.4892578125;240.8017578125;67.5;
0.44230849609375156;18354.01171875;264.107421875;65.5;
0.43737587890625207;16650.455078125;243.9619140625;66;
0.46634707031249434;18427.5029296875;269.76953125;66.5;
0.43210605468750174;16438.5615234375;240.3251953125;67;
0.4322109375000025;16476.2314453125;240.146484375;67;
0.4421865234374991;18358.66015625;263.4521484375;66;
0.43700234374999525;16598.2421875;243.423828125;66;
0.4412864257812501;17357.423828125;256.060546875;67;
0.4321803710937502;16416.984375;240.4443359375;67;
0.43230205078125294;16444.8203125;240.4443359375;67;
0.44309746093750135;18298.3408203125;263.6904296875;66.5;
0.4371329101562509;16662.197265625;244.19921875;66;
0.44193945312499494;17547.2041015625;257.193359375;66.5;
0.4327604492187547;16484.3974609375;241.5771484375;66;
0.4324165039062464;16471.880859375;240.802734375;66.5;
0.4407312499999989;18324.8046875;262.9150390625;66.5;
0.4385387695312559;16631.6796875;244.4375;67;
0.44173056640624964;17532.244140625;256.0009765625;66;
0.43206767578124783;16425.150390625;240.384765625;67;
0.4548035156249952;17314.5087890625;253.736328125;66.5;
0.44335058593749466;18359.8525390625;264.583984375;65.5;
0.4367997070312484;16614.6923828125;243.365234375;64.5;
0.44213769531249625;17334;256.716796875;65.5;
0.4326012695312471;16417.69921875;241.2197265625;65;
0.4326065429687489;16416.328125;240.146484375;65;
0.4430402343750046;18468.392578125;264.8828125;65;
0.4384692382812503;16567.4267578125;244.556640625;65;
0.4414375976562539;17344.4296875;255.8818359375;65;
0.4315605468749979;16377.4072265625;240.4443359375;65.5;
0.45619990234375507;17323.3896484375;253.736328125;65;
0.44298994140623904;18368.078125;264.345703125;66;
0.43733300781249795;16692.1787109375;244.4384765625;66;
0.44212617187500314;17438.306640625;256.8359375;66.5;
0.43275175781249686;16492.9208984375;241.755859375;65.5;
0.43201962890624657;16421.09765625;240.2060546875;66;
0.4410500976562588;18322.2421875;263.154296875;66;
0.43815029296874286;16607.1220703125;244.556640625;66.5;
0.44200976562500216;17613.544921875;256.1201171875;66.5;
0.43233427734375596;16472.2978515625;241.279296875;66.5;
0.4322176757812457;16467.8271484375;240.146484375;66;
0.441705761718751;18307.818359375;263.0947265625;66.5;
0.43838066406250675;16709.1064453125;244.556640625;66.5;
0.4424841796874972;17650.916015625;256.5380859375;67.5;
0.43232167968749025;16414.0634765625;241.3388671875;67;
0.43287207031249864;16456.859375;241.099609375;66.5;
0.4397947265624964;18354.9052734375;261.7236328125;65.5;
0.46183271484375155;17495.3486328125;257.6103515625;66.5;
